0,1,2
8116496.0,1628231.0,1
8116496.0,1840383.0,9
174943.0,27536.0,1
8710727.0,240787.0,13
8545513.0,6435725.0,1
0.0,0.0,1
4694237.0,554037.0,1
100011.0,554037.0,1
100011.0,1778000.0,1
100011.0,1778000.0,1
174625.0,1804989.0,1
174625.0,1978025.0,25
174625.0,877887.0,25
100011.0,557212.0,1
4694237.0,557212.0,1
119062.0,230188.0,1
2640013.0,1160462.0,1
3732212.0,1422400.0,1
